Song,Lyrics
Run And Hide,Stopped spinnin' in a kiss goodnight?
Run And Hide,And when did a heartbeat beatin' too fast
Run And Hide,Stop meaning it was worth the while?
Run And Hide,"I wanna, I wanna be loved"
Run And Hide,"I wanna, I wanna be loved"
Run And Hide,"I wanna, I wanna be loved"
Run And Hide,"And I don't wanna run, I don't wanna hide, no"
Run And Hide,"Mmm, no"
Run And Hide,"No, no, no"
Run And Hide,"They started sayin', ""When you can't hide, run"""
Run And Hide,"""When you can't run, hide"""
Run And Hide,But love don't gotta be a loaded gun
Run And Hide,Or a losin' fight
Run And Hide,And when did we all stop thinkin' that the world
Run And Hide,Stopped spinnin' in a kiss goodnight?
Run And Hide,And when did a heartbeat beatin' too fast
Run And Hide,Stop meaning it was worth the while?
Run And Hide,"But I wanna, I wanna be loved"
Run And Hide,"I wanna, I wanna be loved"
Run And Hide,"I wanna, I wanna be loved"
Run And Hide,"And I don't wanna run, I don't wanna hide"
Run And Hide,"And I don't wanna run, I don't wanna hide"
Run And Hide,"And I don't wanna run, I don't wanna hide"
Tomorrow Starts Today Andi Mack Theme Song,I'm standing on the edge
Tomorrow Starts Today Andi Mack Theme Song,And everything I know has blown away
Tomorrow Starts Today Andi Mack Theme Song,Life is upside down
Tomorrow Starts Today Andi Mack Theme Song,"But any way it goes, I'll work it out"
Tomorrow Starts Today Andi Mack Theme Song,"Oh-oh-oh-oh-oh, here we go"
Tomorrow Starts Today Andi Mack Theme Song,"One, two, three"
Tomorrow Starts Today Andi Mack Theme Song,I'm ready for tomorrow
Tomorrow Starts Today Andi Mack Theme Song,Tomorrow starts today
Tomorrow Starts Today Andi Mack Theme Song,There ain't a map to follow
Tomorrow Starts Today Andi Mack Theme Song,But I'm with you all the way
Tomorrow Starts Today Andi Mack Theme Song,I'm ready for tomorrow
Tomorrow Starts Today Andi Mack Theme Song,Tomorrow starts today
Tomorrow Starts Today Andi Mack Theme Song,There ain't a map to follow
Tomorrow Starts Today Andi Mack Theme Song,But I'm with you all the way
Tomorrow Starts Today Andi Mack Theme Song,I'm looking straight ahead into the unknown
Tomorrow Starts Today Andi Mack Theme Song,I'm not afraid
Tomorrow Starts Today Andi Mack Theme Song,This ride has just begun
Tomorrow Starts Today Andi Mack Theme Song,I'll take the highs and lows
Tomorrow Starts Today Andi Mack Theme Song,So bring it on
Tomorrow Starts Today Andi Mack Theme Song,"Oh-oh-oh-oh-oh, here we go"
Tomorrow Starts Today Andi Mack Theme Song,"One, two, three"
Tomorrow Starts Today Andi Mack Theme Song,I'm ready for tomorrow
Tomorrow Starts Today Andi Mack Theme Song,Tomorrow starts today
Tomorrow Starts Today Andi Mack Theme Song,There ain't a map to follow
Tomorrow Starts Today Andi Mack Theme Song,But I'm with you all the way
Tomorrow Starts Today Andi Mack Theme Song,I'm ready for tomorrow
Tomorrow Starts Today Andi Mack Theme Song,Tomorrow starts today
Tomorrow Starts Today Andi Mack Theme Song,There ain't a map to follow
Tomorrow Starts Today Andi Mack Theme Song,But I'm with you all the way
Tomorrow Starts Today Andi Mack Theme Song,All the way
Tomorrow Starts Today Andi Mack Theme Song,Sometimes life's a roller coaster
Tomorrow Starts Today Andi Mack Theme Song,Takes you up-up-up
Tomorrow Starts Today Andi Mack Theme Song,And then it spins you 'round
Tomorrow Starts Today Andi Mack Theme Song,So throw your hands up in the air
Tomorrow Starts Today Andi Mack Theme Song,And go all 
Tomorrow Starts Today Andi Mack Theme Song,Make it count 
Tomorrow Starts Today Andi Mack Theme Song,I'm ready for tomorrow
Tomorrow Starts Today Andi Mack Theme Song,Tomorrow starts today
Tomorrow Starts Today Andi Mack Theme Song,There ain't a map to follow
Tomorrow Starts Today Andi Mack Theme Song,But I'm with you all the way
Tomorrow Starts Today Andi Mack Theme Song,I'm ready for tomorrow
Tomorrow Starts Today Andi Mack Theme Song,Tomorrow starts today
Tomorrow Starts Today Andi Mack Theme Song,There ain't a map to follow
Tomorrow Starts Today Andi Mack Theme Song,But I'm with you all the way
Tomorrow Starts Today Andi Mack Theme Song,I'm ready for tomorrow 
Tomorrow Starts Today Andi Mack Theme Song,There ain't a map to follow 
Tomorrow Starts Today Andi Mack Theme Song,I'm ready for tomorrow
Tomorrow Starts Today Andi Mack Theme Song,Tomorrow starts today
Tomorrow Starts Today Andi Mack Theme Song,There ain't a map to follow
Tomorrow Starts Today Andi Mack Theme Song,But I'm with you all the way
Tomorrow Starts Today Andi Mack Theme Song,All the way
Hold Tight,Ah
Hold Tight,Done everything and done it again
Hold Tight,Not every party needs our attendance
Hold Tight,Don't take this as complaining
Hold Tight,Just little rearrangements
Hold Tight,All the nights that we've been takin'
Hold Tight,Maybe we could take one off
Hold Tight,"Could be in the canyons, probably in a mansion"
Hold Tight,"But I like where my hands is, I just wanna hold tight"
Hold Tight,"Always gotta go out, we don't ever slow down"
Hold Tight,"Not like we don't know how, I just wanna hold tight"
Hold Tight,Ah (
Hold Tight,"I just wanna, I just wanna hold tight)"
Hold Tight,"Always gotta go out, we don't ever slow down"
Hold Tight,"Not like we don't know how, I just wanna hold tight"
Hold Tight,"Not like I wanna keep you inside, yeah"
Hold Tight,But I was hoping we could switch up how we're spending our time
Hold Tight,Don't take this as complaining
Hold Tight,Just little rearrangements
Hold Tight,All the nights that we've been takin'
Hold Tight,Maybe we could take one off
Hold Tight,"Could be in the canyons, probably in a mansion"
Hold Tight,"But I like where my hands is, I just wanna hold tight"
Hold Tight,"Always gotta go out, we don't ever slow down"
Hold Tight,"Not like we don't know how, I just wanna hold tight"
Hold Tight,Ah (
Hold Tight,"I just wanna, I just wanna hold tight)"
Hold Tight,"Always gotta go out, we don't ever slow down"
Hold Tight,"Not like we don't know how, I just wanna hold tight"
Hold Tight,[Verse 3: UHMEER & 
Hold Tight,Sabrina Carpenter
Hold Tight,]
Hold Tight,I just want that hand hold with the sweat in the middle
Hold Tight,"Running down to when I feel alone and the feeling gone, you can touch it a little"
Hold Tight,"Hear me underneath the covers coloring your body, reading Braille"
Hold Tight,"Take you to Bahamas, seeping through the sand"
Hold Tight,"Sucking on the silence, now I'm in your ear"
Hold Tight,"Telling you, baby, to listen, I just"
Hold Tight,"Wanna keep you in, wanna keep you in right"
Hold Tight,"Wanna feel your skin, wanna feel it on mine"
Hold Tight,Maybe I been on the Internet forgetting how to keep it slow
Hold Tight,"But no, I need it bitty bad bone Bonnie Clyde, come and get it"
Hold Tight,"I don't know, I get it, get it, I get it, oh"
Hold Tight,"Could be in the canyons, probably in a mansion"
Hold Tight,"But I like where my hands is, I just wanna hold tight"
Hold Tight,"Always gotta go out , we don't ever slow down"
Hold Tight,"Not like we don't know how, I just wanna hold tight"
Hold Tight,Ah (
Hold Tight,"We keep going, we going"
Hold Tight,)
Hold Tight,(
Hold Tight,"I just wanna, I just wanna hold tight"
Hold Tight,)
Hold Tight,"Always gotta go out , we don't ever slow down"
Hold Tight,"Not like we don't know how, I just wanna hold tight"
Santa Doesnt Know You Like I Do,Santa
Santa Doesnt Know You Like I Do,Doesn't know you like I do
Santa Doesnt Know You Like I Do,I've been there through the good and bad
Santa Doesnt Know You Like I Do,Know how to make you laugh
Santa Doesnt Know You Like I Do,"Kiss all your tears away, babe"
Santa Doesnt Know You Like I Do,"Oh, only I can do that"
Santa Doesnt Know You Like I Do,Why don't you just come over?
Santa Doesnt Know You Like I Do,You've been actin' so cold 
Santa Doesnt Know You Like I Do,"No, I don't want nothin' crazy"
Santa Doesnt Know You Like I Do,Just wanna get you alone 
Santa Doesnt Know You Like I Do,And all of the snow is fallin' 
Santa Doesnt Know You Like I Do,I can make you fall too 
Santa Doesnt Know You Like I Do,So tell me what's on your wish list
Santa Doesnt Know You Like I Do,I wanna make it come true 
Santa Doesnt Know You Like I Do,Santa 
Santa Doesnt Know You Like I Do,Doesn't know you like I do 
Santa Doesnt Know You Like I Do,I've been there through the good and bad
Santa Doesnt Know You Like I Do,Know how to make you laugh
Santa Doesnt Know You Like I Do,"Kiss all your tears away, babe"
Santa Doesnt Know You Like I Do,"Oh, only I can do that"
Santa Doesnt Know You Like I Do,Santa
Santa Doesnt Know You Like I Do,Doesn't know you like I do
Santa Doesnt Know You Like I Do,I know all of your favorite songs
Santa Doesnt Know You Like I Do,Pick up each time you call
Santa Doesnt Know You Like I Do,So why can't I be the one
Santa Doesnt Know You Like I Do,To give you everything you want?
Santa Doesnt Know You Like I Do,I just want you to tell me that you feel the same
Santa Doesnt Know You Like I Do,"I don't think I'm gonna make it through the winter, babe"
Santa Doesnt Know You Like I Do,"Well, don't you wanna wrap me up and mistle-touch under the tree?"
Santa Doesnt Know You Like I Do,"He won't bring you somebody that loves you more than me, yeah"
Santa Doesnt Know You Like I Do,Santa 
Santa Doesnt Know You Like I Do,Doesn't know you like I do 
Santa Doesnt Know You Like I Do,I've been there through the good and bad
Santa Doesnt Know You Like I Do,Know how to make you laugh
Santa Doesnt Know You Like I Do,"Kiss all your tears away, babe"
Santa Doesnt Know You Like I Do,"Oh, only I can do that "
Santa Doesnt Know You Like I Do,Santa 
Santa Doesnt Know You Like I Do,Doesn't know you like I do 
Santa Doesnt Know You Like I Do,I know all of your favorite songs
Santa Doesnt Know You Like I Do,Pick up each time you call
Santa Doesnt Know You Like I Do,So why can't I be the one
Santa Doesnt Know You Like I Do,To give you everything you want?
Santa Doesnt Know You Like I Do,You're gonna leave me all alone? On Christmas?
Santa Doesnt Know You Like I Do,"Baby, what'd I ever do to deserve all that?"
Santa Doesnt Know You Like I Do,"Can't we just, like, snuggle underneath the tree? By the fireplace?"
Santa Doesnt Know You Like I Do,You know I make those cookies you like
Santa Doesnt Know You Like I Do,Santa
Santa Doesnt Know You Like I Do,Doesn't know you like I do
Santa Doesnt Know You Like I Do,"Well, maybe this Christmastime"
Santa Doesnt Know You Like I Do,You'll finally realize
Santa Doesnt Know You Like I Do,That I could be the one
Santa Doesnt Know You Like I Do,To give you everything you want
Is It New Years Yet,I'm sick and tired of this holiday
Is It New Years Yet,Not good at bein' present anyway
Is It New Years Yet,"The songs are catchy, but they're overplayed"
Is It New Years Yet,My relatives always know what to say to piss me off
Is It New Years Yet,Small talk in the kitchen
Is It New Years Yet,"Dated, dumb traditions"
Is It New Years Yet,Who sucks competition 
Is It New Years Yet,Call it pessimism
Is It New Years Yet,December is a prison
Is It New Years Yet,It just makes me miss him
Is It New Years Yet,Is it New Year's yet?
Is It New Years Yet,"I'm gettin' bored, so can we skip ahead?"
Is It New Years Yet,I just wanna forget
Is It New Years Yet,That I'm at home with nobody to hold
Is It New Years Yet,I'm dreamin' 'bout silver and gold 
Is It New Years Yet,That champagne buzz down to my toes 
Is It New Years Yet,"Someone, not you, kissin' me, oh yes"
Is It New Years Yet,"Nеw Year's, is it New Year's yеt?"
Is It New Years Yet,"Santa, Santa, boy, you're the worst"
Is It New Years Yet,"It's the 25th, I wish it was the 1st"
Is It New Years Yet,"Couples all around me, damn, it hurts"
Is It New Years Yet,Wanna push 'em in the fireplace and watch 'em burn
Is It New Years Yet,"Santa, Santa, why do you hate me?"
Is It New Years Yet,"I'm a gift, look how God made me"
Is It New Years Yet,"Never, never get what's on my list"
Is It New Years Yet,Fruitcake just makes me sick 
Is It New Years Yet,Small talk in the kitchen
Is It New Years Yet,"Dated, dumb traditions"
Is It New Years Yet,Who sucks competition 
Is It New Years Yet,Call it pessimism
Is It New Years Yet,December is a prison
Is It New Years Yet,It just makes me miss him
Is It New Years Yet,Is it New Year's yet?
Is It New Years Yet,"I'm gettin' bored, so can we skip ahead?"
Is It New Years Yet,I just wanna forget
Is It New Years Yet,That I'm at home with nobody to hold
Is It New Years Yet,I'm dreamin' 'bout silver and gold 
Is It New Years Yet,That champagne buzz down to my toes 
Is It New Years Yet,"Someone, not you, kissin' me, oh yes"
Is It New Years Yet,"New Year's, is it New Year's yet?"
Is It New Years Yet,"Uh, uh, uh"
Is It New Years Yet,Is it New Year's yet?
Diamonds Are Forever,No
Diamonds Are Forever,Think you got your break?
Diamonds Are Forever,"I'm no sugar mama, I'm no piggy bank"
Diamonds Are Forever,"Tell me what you think, nah, nah, nah"
Diamonds Are Forever,Stackin' bills and counting change
Diamonds Are Forever,"I'm no Rockefeller, I'm not what you think"
Diamonds Are Forever,"No way, nah, nah, nah"
Diamonds Are Forever,I'm your new money
Diamonds Are Forever,"Drop it all on your crew, spent too soon money"
Diamonds Are Forever,"One percent, I'm at the top of this earth money"
Diamonds Are Forever,"That's what I'm worth, honey"
Diamonds Are Forever,"That's what I'm worth, worth, worth"
Diamonds Are Forever,I am a diamond
Diamonds Are Forever,And diamonds are forever
Diamonds Are Forever,My love is timeless
Diamonds Are Forever,'Cause diamonds are forever 
Diamonds Are Forever,Money don't buy class
Diamonds Are Forever,"And I can't be bought like that, like that"
Diamonds Are Forever,I am a diamond
Diamonds Are Forever,And diamonds are forever
Diamonds Are Forever,Steal my heart and steal my kiss
Diamonds Are Forever,But you can't shake my balance
Diamonds Are Forever,"There's no can do, nah, nah, nah"
Diamonds Are Forever,"No can do, nah, nah, nah"
Diamonds Are Forever,And I'll take you out  and I'll take you in
Diamonds Are Forever,"This love is my weakness, nah, nah"
Diamonds Are Forever,I'm your new money 
Diamonds Are Forever,"Drop it all on your crew, spent too soon money"
Diamonds Are Forever,"One percent, I'm at the top of this earth money"
Diamonds Are Forever,"That's what I'm worth, honey"
Diamonds Are Forever,"That's what I'm worth, worth, worth"
Diamonds Are Forever,I am a diamond 
Diamonds Are Forever,And diamonds are forever 
Diamonds Are Forever,My love is timeless
Diamonds Are Forever,'Cause diamonds are forever
Diamonds Are Forever,Money don't buy class 
Diamonds Are Forever,"And I can't be bought like that, like that"
Diamonds Are Forever,I am a diamond
Diamonds Are Forever,And diamonds are forever
Diamonds Are Forever,"Oh, nah, nah, nah, babe"
Diamonds Are Forever,(
Diamonds Are Forever,"Diamonds, diamonds"
Diamonds Are Forever,)
Diamonds Are Forever,(
Diamonds Are Forever,"Diamonds, diamonds"
Diamonds Are Forever,)
Diamonds Are Forever,"Diamonds are forever, baby"
Diamonds Are Forever,(
Diamonds Are Forever,"Diamonds, diamonds"
Diamonds Are Forever,)
Diamonds Are Forever,"What you gonna do for me, darlin'?"
Diamonds Are Forever,(
Diamonds Are Forever,"Diamonds, diamonds"
Diamonds Are Forever,)
Diamonds Are Forever,I guess you want me to
Diamonds Are Forever,Give up these diamonds to you
Diamonds Are Forever,I am a diamond
Diamonds Are Forever,And diamonds are forever
Diamonds Are Forever,My love is timeless 
Diamonds Are Forever,'Cause diamonds are forever 
Diamonds Are Forever,Money don't buy class
Diamonds Are Forever,"And I can't be bought like that, like that"
Diamonds Are Forever,I am a diamond
Diamonds Are Forever,And diamonds are forever
Diamonds Are Forever,(
Diamonds Are Forever,"Diamonds, diamonds"
Diamonds Are Forever,)
Diamonds Are Forever,"Diamonds, baby, diamonds, no, no"
Diamonds Are Forever,(
Diamonds Are Forever,"Diamonds, diamonds"
Diamonds Are Forever,)
Diamonds Are Forever,"Know your love, these diamonds are yours"
Diamonds Are Forever,(
Diamonds Are Forever,"Diamonds, diamonds"
Diamonds Are Forever,)
Diamonds Are Forever,(
Diamonds Are Forever,"Diamonds, diamonds"
Diamonds Are Forever,)
Diamonds Are Forever,I guess you want me to
Diamonds Are Forever,Give up these diamonds to you
I Cant Stop Me,[Intro: Sabrina Carpenter & 
I Cant Stop Me,Saweetie
I Cant Stop Me,]
I Cant Stop Me,"I can't stop me, I can't stop me"
I Cant Stop Me,Icy
I Cant Stop Me,"I can't stop me, I can't stop me"
I Cant Stop Me,Miami Vice with the L.A. lights
I Cant Stop Me,We joyride late in the night
I Cant Stop Me,"I don't mind, you know what you like"
I Cant Stop Me,"Yeah, you know what you like"
I Cant Stop Me,Dressin' up by dressin' down
I Cant Stop Me,You got me feeling so new
I Cant Stop Me,Say we should go downtown 
I Cant Stop Me,Wake me up to lay me down
I Cant Stop Me,It's not like me to assume
I Cant Stop Me,We're going out of bounds 
I Cant Stop Me,"Baby, you could say you're bad for me"
I Cant Stop Me,But who are you to tell me what I need?
I Cant Stop Me,"'Cause I like what I like, what I li-li-like"
I Cant Stop Me,"Yeah, I like what I li-li-like"
I Cant Stop Me,"Baby, you could say you're bad for me"
I Cant Stop Me,But who are you to tell me what I need?
I Cant Stop Me,"'Cause I like what I like, what I li-li-like"
I Cant Stop Me,"Yeah, I like what I li-li-like"
I Cant Stop Me,"What? Ayy, I can't stop me"
I Cant Stop Me,"I can't stop, I can't, I can't stop, yeah"
I Cant Stop Me,"I can't stop, no, I can't stop me, I can't stop me"
I Cant Stop Me,"I can't stop, I can't, I can't stop, mmm"
I Cant Stop Me,"I can't stop, no, I can't stop me, I can't stop me"
I Cant Stop Me,[Verse 2: Sabrina Carpenter & 
I Cant Stop Me,Saweetie
I Cant Stop Me,]
I Cant Stop Me,All this room on top of the roof
I Cant Stop Me,"If it's up to me, baby, you do you"
I Cant Stop Me,"No, I don't mind ("
I Cant Stop Me,I don't mind
I Cant Stop Me,)
I Cant Stop Me,You know what you like (
I Cant Stop Me,You know what I like
I Cant Stop Me,)
I Cant Stop Me,"Yeah, you know what you like ("
I Cant Stop Me,Yeah
I Cant Stop Me,)
I Cant Stop Me,[Pre-Chorus: Sabrina Carpenter & 
I Cant Stop Me,Saweetie
I Cant Stop Me,]
I Cant Stop Me,Dressin' up by dressin' down
I Cant Stop Me,You got me feeling so new
I Cant Stop Me,Say we should go downtown (
I Cant Stop Me,"Oh, we should go downtown"
I Cant Stop Me,)
I Cant Stop Me,Wake me up to lay me down
I Cant Stop Me,It's not like me to assume
I Cant Stop Me,We're going out of bounds (
I Cant Stop Me,"Take me out of bounds, ayy"
I Cant Stop Me,)
I Cant Stop Me,[Chorus: Sabrina Carpenter & 
I Cant Stop Me,Saweetie
I Cant Stop Me,]
I Cant Stop Me,"Baby, you could say you're bad for me"
I Cant Stop Me,But who are you to tell me what I need?
I Cant Stop Me,"'Cause I like what I like, what I li-li-like"
I Cant Stop Me,"Yeah, I like what I li-li-like ("
I Cant Stop Me,"What I, what I like, ah"
I Cant Stop Me,)
I Cant Stop Me,"Baby, you could say you're bad for me ("
I Cant Stop Me,You're bad for me
I Cant Stop Me,)
I Cant Stop Me,But who are you to tell me what I need?
I Cant Stop Me,"'Cause I like what I like, what I li-li-like"
I Cant Stop Me,"Yeah, I like what I li-li-like ("
I Cant Stop Me,"What I, what I like, ayy"
I Cant Stop Me,)
I Cant Stop Me,I can't stop me
I Cant Stop Me,[Post-Chorus: Saweetie 
I Cant Stop Me,with Sabrina Carpenter
I Cant Stop Me,]
I Cant Stop Me,"I can't stop, I can't, I can't stop, mmm "
I Cant Stop Me,"I can't stop, no, "
I Cant Stop Me,"I can't stop me, I can't stop me"
I Cant Stop Me,"I can't stop, I can't, I can't stop, mmm"
I Cant Stop Me,"I can't stop, no, "
I Cant Stop Me,"I can't stop me, I can't stop me"
I Cant Stop Me,"Ayy, ice on, ice on, ice on me "
I Cant Stop Me,All the things I like on me 
I Cant Stop Me,"Louis Vuitton, all the spikes"
I Cant Stop Me,"Louis Vuitton, name the price"
I Cant Stop Me,I like my whips exotic 
I Cant Stop Me,I like my nights erotic
I Cant Stop Me,"Yeah, pussy so aquatic, so it make that boy psychotic "
I Cant Stop Me,"Ice all in my mouth, snowfall when I'm talking loud"
I Cant Stop Me,"Yeah, he always want me with him"
I Cant Stop Me,Show me off 'cause he so proud 
I Cant Stop Me,"Back and forth, I hop up on it, he like when I call the shots"
I Cant Stop Me,Told him drop the top up off the foreign and don't ever stop
I Cant Stop Me,[Chorus: Sabrina Carpenter & 
I Cant Stop Me,Saweetie
I Cant Stop Me,]
I Cant Stop Me,"Baby, you could say you're bad for me"
I Cant Stop Me,But who are you to tell me what I need? (
I Cant Stop Me,I need
I Cant Stop Me,)
I Cant Stop Me,"'Cause I like what I like, what I li-li-like"
I Cant Stop Me,'Cause I like what I li-li-like (
I Cant Stop Me,"What I, what I like, yeah"
I Cant Stop Me,)
I Cant Stop Me,"Baby, you could say you're bad for me ("
I Cant Stop Me,Uh huh
I Cant Stop Me,)
I Cant Stop Me,But who are you to tell me what I need?
I Cant Stop Me,"'Cause I like what I like, what I li-li-like ("
I Cant Stop Me,What I
I Cant Stop Me,)
I Cant Stop Me,"Yeah, I like what I li-li-like ("
I Cant Stop Me,"What I, what I like, yeah"
I Cant Stop Me,)
I Cant Stop Me,"I can't stop me, I can't help myself"
I Cant Stop Me,"I can't stop me, I can't help myself"
Im Fakin,"We're picking fights, we're fully grown"
Im Fakin,How come we get so immature when we're alone?
Im Fakin,"I roll my eyes, you check your phone"
Im Fakin,You say I'm overly dramatic and I know
Im Fakin,'Cause I wanna bring you to your knees
Im Fakin,"Begging for me now, begging for me"
Im Fakin,Push you to the edge to see
Im Fakin,How far you're willing to reach
Im Fakin,"I'm slamming the door, but I'm staying"
Im Fakin,I make up my mind and I change it
Im Fakin,It's you that I want when we're breaking
Im Fakin,"Every time I tell you that we're done, I'm faking"
Im Fakin,I'm losing the game that I'm playing
Im Fakin,Keep pulling me close 'cause I'm fading
Im Fakin,Don't forget the words that I'm saying
Im Fakin,"Every time I tell you that we're done, I'm faking"
Im Fakin, I'm faking
Im Fakin," I'm faking, oh"
Im Fakin, I'm faking
Im Fakin,"Every time I tell you that we're done, I'm faking"
Im Fakin,"We go ego to ego, starting fires"
Im Fakin,"Saying shit we don't mean, I mean we're liars"
Im Fakin,But the truth is we're messed up and we like it
Im Fakin,"Shut up, shut up, shut up"
Im Fakin,'Cause I wanna bring you to your knees
Im Fakin,"Begging for me now, begging for me"
Im Fakin,Push you to the edge to see
Im Fakin,"How far you're willing to reach, yeah"
Im Fakin,"I'm slamming the door, but I'm staying"
Im Fakin,I make up my mind and I change it
Im Fakin,It's you that I want when we're breaking
Im Fakin,"Every time I tell you that we're done, I'm faking"
Im Fakin,I'm losing the game that I'm playing
Im Fakin,Keep pulling me close 'cause I'm fading
Im Fakin,Don't forget the words that I'm saying
Im Fakin,"Every time I tell you that we're done, I'm faking"
Im Fakin, I'm faking
Im Fakin," I'm faking, oh"
Im Fakin, I'm faking
Im Fakin,"Every time I tell you that we're done, I'm faking"
Im Fakin,I wanna bring you to your knees
Im Fakin,Begging for me now 
Im Fakin,"I wanna see how far you're willing to reach, yeah"
Im Fakin,"I'm slamming the door, but I'm staying "
Im Fakin,I make up my mind and I change it 
Im Fakin,It's you that I want when we're breaking 
Im Fakin,"Every time I tell you that we're done, I'm faking"
Im Fakin,I'm losing the game that I'm playing 
Im Fakin,Keep pulling me close 'cause I'm fading 
Im Fakin,Don't forget the words that I'm saying
Im Fakin,"Every time I tell you that we're done, I'm faking"
Im Fakin, I'm faking
Im Fakin," I'm faking, oh"
Im Fakin, I'm faking
Im Fakin,"Every time I tell you that we're done, I'm faking"
Eyes Wide Open,La-di-da-da-da-na
Eyes Wide Open,Yeah
Eyes Wide Open,Everybody loves to tell me
Eyes Wide Open,I was born an old soul
Eyes Wide Open,Better keep my eyes wide open
Eyes Wide Open,There's so much that I don't know
Eyes Wide Open,Just another hotel room
Eyes Wide Open,Never felt so all alone
Eyes Wide Open,I think about my granddad's eyes
Eyes Wide Open,And they always send me home
Eyes Wide Open,I can almost hear him now
Eyes Wide Open,I gotta make him proud
Eyes Wide Open,I keep my eyes wide open
Eyes Wide Open,"Bless this ground, unbroken"
Eyes Wide Open,I'm about to make my way
Eyes Wide Open,Heaven help me keep my faith
Eyes Wide Open,And my eyes wide open
Eyes Wide Open,I can't see two steps ahead of me
Eyes Wide Open,When the fog comes rollin' in
Eyes Wide Open,I never thought I'd miss the rain
Eyes Wide Open,Lord knows how long it's been
Eyes Wide Open,This dream burns inside of me
Eyes Wide Open,And I can't just let it go
Eyes Wide Open,There's still so much that I don't know
Eyes Wide Open,I keep my eyes wide open 
Eyes Wide Open,"Bless this ground, unbroken"
Eyes Wide Open,I'm about to make my way
Eyes Wide Open,Heaven help me keep my faith
Eyes Wide Open,And my eyes wide open 
Eyes Wide Open,All I have is just this moment
Eyes Wide Open,I don't wanna miss a second
Eyes Wide Open,'Cause it could all be gone in an instant
Eyes Wide Open,"Yeah, in an instant"
Eyes Wide Open,I keep my eyes wide open 
Eyes Wide Open,"Bless this ground, unbroken "
Eyes Wide Open,I'm about to make my way 
Eyes Wide Open,Heaven help me keep my faith
Eyes Wide Open,And my eyes wide open
Eyes Wide Open,I'm about to make my way
Eyes Wide Open,Heaven help me keep my faith
Eyes Wide Open,And my eyes wide open
Eyes Wide Open,I keep my eyes wide open
Feels Like Loneliness,"You're not asking for much, but"
Feels Like Loneliness,"It just seems like a lot, and"
Feels Like Loneliness,"Kinda confused, don't know what to choose"
Feels Like Loneliness,"But baby, it's hard for me, I'm not ready for your love"
Feels Like Loneliness,"I keep on the go, but"
Feels Like Loneliness,I don't mean to tease ya
Feels Like Loneliness,"You're down on your knees, you're beggin' me please"
Feels Like Loneliness,"But darling, it's not the way to get me, baby, no"
Feels Like Loneliness,"Oops, didn't mean to make you love me"
Feels Like Loneliness,"Oops, didn't mean to make you love me"
Feels Like Loneliness,Didn't mean to be charming
Feels Like Loneliness,Such a beautiful darling
Feels Like Loneliness,Didn't wanna make you think we could be a thing
Feels Like Loneliness,"And I'd give you everything, love"
Feels Like Loneliness,Love feels like loneliness
Feels Like Loneliness,Love feels like loneliness sometimes
Feels Like Loneliness,That's just the way it is
Feels Like Loneliness,Love feels like loneliness sometimes
Feels Like Loneliness,We can't get the timing
Feels Like Loneliness,Because I was running
Feels Like Loneliness,But now I want you and you always knew
Feels Like Loneliness,"So baby, you pull away and make me wait for you"
Feels Like Loneliness,So screw all that love ish
Feels Like Loneliness,I think that I've had it
Feels Like Loneliness,"The more you turn your back, then I want you back"
Feels Like Loneliness,'Cause this is the last time I play this game
Feels Like Loneliness,Always the same and I'm through
Feels Like Loneliness,"Oops, didn't mean to make you love me"
Feels Like Loneliness,"Oops, didn't mean to make you love me"
Feels Like Loneliness,Didn't mean to be charming
Feels Like Loneliness,Such a beautiful darling
Feels Like Loneliness,Didn't wanna make you think we could be a thing
Feels Like Loneliness,"And I'd give you everything, love"
Feels Like Loneliness,Love feels like loneliness
Feels Like Loneliness,Love feels like loneliness sometimes
Feels Like Loneliness,That's just the way it is
Feels Like Loneliness,Love feels like loneliness sometimes
Feels Like Loneliness,"Sometimes, sometimes"
Feels Like Loneliness,"Sometimes, sometimes"
Feels Like Loneliness,"Sometimes, sometimes"
Feels Like Loneliness,"Sometimes, sometimes "
Feels Like Loneliness,Sometimes
Feels Like Loneliness,'Cause love feels like loneliness sometimes
Feels Like Loneliness,Love feels like loneliness 
Feels Like Loneliness,Love feels like loneliness sometimes
Feels Like Loneliness,That's just the way it is
Feels Like Loneliness,Love feels like loneliness sometimes
Feels Like Loneliness,"Sometimes, sometimes "
Feels Like Loneliness,"Sometimes, sometimes "
Feels Like Loneliness,"Sometimes, sometimes"
Feels Like Loneliness,"Sometimes, sometimes "
Let Me Move You,Said there's nothing that we can't do when we're dancing
Let Me Move You,I can feel the music more when I'm with you
Let Me Move You,"With your hands on me, I feel my heartbeat racing"
Let Me Move You,Now
Let Me Move You,Had to let go of everything that I'd known
Let Me Move You,Before-ore-ore
Let Me Move You,"One, two, three, come with me"
Let Me Move You,We can work it differently
Let Me Move You,"One, two, three, and dance with me tonight "
Let Me Move You,"And, baby, all our dreams are comin' true"
Let Me Move You,"And, baby, I can feel you feel it too"
Let Me Move You,So just let me move you 
Let Me Move You,"One, two, three, yeah, come with me"
Let Me Move You,We can work it differently
Let Me Move You,"Said one, two, three, and dance with me tonight "
Let Me Move You,"And, baby, all our dreams are comin' true"
Let Me Move You,"And, baby, I can feel you feel it too"
Let Me Move You,"So just let me move you, let me move you"
Let Me Move You,"Yeah, little faster, little slower, it don't matter"
